#Location	Name	Adress	Phone	Website	 Linkanchor	 Picture	Shortdescription
North America/USA/New York	NYC Swingers Party	New York City		http://www.nycswingersparty.com	www.nycswingersparty.com	club_banners\banner_2337.jpg	Adult Swingers Party Group
North America/USA/New York	NYCCPLSBIFEMSWINGERSPARTY	brooklyn	718-541-5875	http://www.nyccplsbifemswingersparty.com/	Click here		Where Cpls & Bifems make a connection.
North America/USA/New York	RedLight Events	New York	(516) 263-6226	http://www.RedLightEvents.com	RedLightEvents		RedLight Events Grand Opening Party
North America/USA/New York	Sexy Limo Party	11566	917.442.8896	http://www.sexylimoparty.com/	http://www.sexylimoparty.com/		Fully Loaded 45 Passenger Limo Bus
North America/USA/New York	SexyBoatClub	Long Island	917.442.8896	http://www.sexyboatclub.com	SexyBoatClub		Parties on the water for lifestyle boaters
North America/USA/New York	SINsation	New York City		http://www.SINsationNYC.com	SINsation		Exclusive Couples & Bisexual Women
North America/USA/New York	Syracuse Social Club	Warners	(315) 652-7145	http://www.syracusesocialclub.com	Click here		Off Premise, No single Males, 2nd & 4th sat Monthly, 21 Years in Business, Dancing, Bar
North America/USA/New York	The Hamptons Party.com	Hampton Bays		http://www.TheHamptonsParty.com	thehamptonsparty.com		THE HAMPTONS PARTY.COM
North America/USA/New York	Voyeur Events	New York City	212-5610027	http://www.voyeurevents.com	www.voyeurevents.com		NYC's Premier Pleasure Club On & Off Premise Party
Australia New Zealand Oceania/New Zealand	Club Sparty	Auckland	+649 3022660			club_banners\banner_2316.gif	Auckland's Premier Swingers Club
Australia New Zealand Oceania/New Zealand	Kiwiswingers	All				club_banners\banner_2370.gif	New Zealand Swingers Club
Australia New Zealand Oceania/New Zealand	The Scene	Auckland	027 560 7910				Swingers club for attractive horny young bisexuals
Australia New Zealand Oceania/New Zealand	The X Club	Auckland	617 55712269			club_banners\banner_1166.gif	Gold Coast Holiday for adventurous adults
Europe/Germany/Niedersachsen	.Club Equinoxe e.V.	Soltau	0177 77 931 00	http://www.club-equinoxe.de	Club Equinoxe e.V.	club_banners\banner_1966.jpg	Norddeutschlands größter reiner Pärchenclub
Europe/Germany/Niedersachsen	BLUE VELVET Celle	Celle	0160-98710744	http://www.bluevelvetcelle.de	http://www.bluevelvetcelle.de	club_banners\banner_1580.jpg	Der ultimative Swingerclub zum Verlieben
Europe/Germany/Niedersachsen	Club Flirt	Hildesheim	05324/75150	http://www.pc-flirt.de	Flirt	club_banners\banner_1654.gif	Der Swingerclub für Paare und Singles
Europe/Germany/Niedersachsen	Josy	Vienenburg	05324/75150	http://www.josy.com	Josy	club_banners\banner_973.gif	Deutschlands fhrendes Swingermagazin
Europe/Germany/Niedersachsen	SwingerClub Villa Extra 3	Bad Nenndorf	0 57 23 - 91 79 22	http://www.villa-extra3.de	www.villa-extra3.de		Bei uns soll sich jeder wie zu Hause fhlen!!!
Europe/Germany/Nordrhein-Westfalen	AlcatraZ	Bonn	0221 2706388	http://www.alcatrazbonn.de	alcatrazbonn.de	club_banners\banner_2249.gif	BDSM Szene Club
Europe/Germany/Nordrhein-Westfalen	Beverly - Erotikdiscothek	Solingen-Burg	0049212400530	http://www.beverlypage.de	Beverly Erotikdiscothek		Die große Erotikdiscothek mit Swingerclub
Europe/Germany/Nordrhein-Westfalen	Erlebniswelt-Gladbach	Moenchengladbach-Rheydt	0049-2166-136406	http://www.erlebniswelt-gladbach.de	Click here	club_banners\banner_924.gif	Erotik Cinema Swinger Club
Europe/Germany/Nordrhein-Westfalen	Erotikoase Krefeld	Krefeld	01 73 - 57 97 555	http://www.erotik-oase-krefeld.de	www.erotik-oase-krefeld.de		Erotikoase Krefeld
Europe/Germany/Nordrhein-Westfalen	Golf Club	Duisburg	0178 / 82 96 591	http://www.frivolerotische-kneipe.de	frivolerotische-kneipe.de	club_banners\banner_2115.gif	Frivolerotische Kneipe
Europe/Germany/Nordrhein-Westfalen	HBM Studio	Nordrhein-Westfalen	02150 / 33 00	http://www.hbmstudio.de	www.hbmstudio.de		Privater Kreis, frivoler Leute
Europe/Germany/Nordrhein-Westfalen	Hot Vip Party.	Köln		http://www.hotvipparty.de	Hot Vip Party	club_banners\banner_2132.jpg	Die erotische Partyreihe in und um Köln
Europe/Germany/Nordrhein-Westfalen	Insidertreff	56656 Brohl-Ltzing	02633-440211	http://www.insidertreff.info	Insidertreff		Insidertreff - Swingertreff f. Paare & Singles
Europe/Germany/Nordrhein-Westfalen	Kismet	Aachen	004917629570041	http://www.frivole-kneipe.de	Kismet	club_banners\banner_1216.jpg	Kismet Aachen - alles ist moeglich
Europe/Germany/Nordrhein-Westfalen	Partytreff Langenfeld	Langenfeld-Richrath	0 21 73 - 68 69 40	http://www.partytreff-solingen.de	www.partytreff-solingen.de		"Swinger - Oase"
Europe/Germany/Nordrhein-Westfalen	Partytreff Temptation	Duesseldorf	0211/255867	http://www.temptation.de	http://www.temptation.de		Partytreff Temptation
Europe/Germany/Nordrhein-Westfalen	Pegasus Club	Duesseldorf	0211/946410	http://www.pegasus-duesseldorf.de	www.pegasus-duesseldorf.de	club_banners\banner_351.gif	Privater Partytreff
Europe/Germany/Nordrhein-Westfalen	Private Erotikevents	Voerde		http://www.private-sex-party.de/forum_lite/jgs_portal.php	Private Erotikevents	club_banners\banner_1876.gif	Private Erotikevents
Europe/Germany/Nordrhein-Westfalen	Quicky Rhein-Neckar	69469 Weinheim	+496201-183933	http://www.quicky-online.de	Quicky	club_banners\banner_1365.jpg	Swingers-Club for couples and singels
Europe/Germany/Nordrhein-Westfalen	Randewu	Puchheim	089 - 890 58 730	http://www.randewu.com	Swingerclub-Randewu	club_banners\banner_2158.jpg	Der erste Pärchenclub im bayrischen Stil
Europe/Germany/Nordrhein-Westfalen	Schloss Milkersdorf	Milkersdorf	035604 - 644 39	http://www.swingerclub-milkersdorf.de	Swingerclub Schloss Milkersdorf	club_banners\banner_926.jpg	Swingerclub hochherrschaftliches Schloss
Europe/Germany/Nordrhein-Westfalen	Schloss Seewiese	Graefendorf	09357 / 909602	http://www.schloss-seewiese.de	www.schloss-seewiese.de	club_banners\banner_1897.jpg	Der private Paare-Club
Europe/Germany/Nordrhein-Westfalen	Skyribar	Wuppertal	0160 508 77 22	http://www.skyribar.de	http://www.skyribar.de	club_banners\banner_2013.jpg	Skyribar
Europe/Germany/Nordrhein-Westfalen	Swingerclub Insider	Mengen	07572-94572	http://www.swinger-insider.de	www.swinger-insider.de		Der Insider ist bekannt fr seine Mottofeten
Europe/Germany/Nordrhein-Westfalen	Swingerclub Temptation	Duesseldorf	49 211 255867	http://www.temptation.de	Home of Temptation		Der bekannte, `echte`Swingerclub in Duesseldorf
Europe/Germany/Nordrhein-Westfalen	Swingertreff Paradies	Greven	02571 / 992777	http://www.swingerclub-paradies.de	www.swingerclub-paradies.de		Willkommen im Swingerclub-Paradies
Europe/Germany/Nordrhein-Westfalen	Wupper-Oase	Wuppertal	0202-7595571	http://www..wupperoase.de	wupperoase.de	club_banners\banner_2021.jpg	Der Wohlfuehlclub in Wuppertal
Northen England	Blackpool Fun House	Blackpool	07851250233	http://www.blackpoolfunhouse.com	Blackpool Fun House	club_banners\banner_2282.jpg	Swingers Hotel holding Monthly Parties
Northen England	Chameleons	Birmingham	01215686117	http://www.chameleons.cc	www.chameleons.cc		Sauna based club with large Jacuzzi & playrooms.
Northen England	Club 2000	Newcastle upon Tyne	07803 666089	http://www.club2000ne.com/	Club 2000	club_banners\banner_1774.jpg	The North East's First Swingers Club
Northen England	Club Selecta	Bolton	01204 796647	http://www.adultclubselecta.com	Adult Club Selecta - North West UK swingers club	club_banners\banner_1114.jpg	Swingers and fetish club in N/W UK
Northen England	Clubf	sunderland	07932488839	http://www.clubf.co.uk	Clubf	club_banners\banner_1857.gif	Club F in the northeast of england
Northen England	Euphoria Weekends	Blackpool		http://www.euphoriaweekends.com	euphoriaweekends	club_banners\banner_1754.jpg	Hotel Club for liberated adults in Blackpool NW UK
Northen England	Hotel DeSade	Blackpool	01253 296949	http://www.hoteldesade.com	Hotel DeSade	club_banners\banner_2245.jpg	Swingers Hotel for the brave
Northen England	Hotel Serenity	Blackpool		http://www.serenityhotel.co.uk	http://www.serenityhotel.co.uk	club_banners\banner_2131.gif	Hotel for Swingers
Northen England	Infusion	Blackpool	01253749939	http://www.infusionblackpool.co.uk	Click here	club_banners\banner_2278.jpg	Infusion Swingers Club
Northen England	Isis Quest Couples Club	Northeast		http://www.isisquest.com	www.isisquest.com		The Premier club for Liberated Adults
Northen England	Liaisons4U	Rochdale	01706 527786	http://www.liaisons4u.com	Liaisons4U.Com	club_banners\banner_1152.gif	Adult Swingers Club based in the Northwest UK
Northen England	Manchester Fetish	Manchester	07968 964130	http://sdc.com/sitemap/swingersclubinformation.htm	Click here		Very friendly BDSM/Swingers Club
Northen England	NORTHERN PARTIES	NORTH UK		http://groups.yahoo.com/group/northern_parties	NORTHERN PARTIES		NORTHERN PARTIES GANGBANG AND BUKAKKE EVENTS
Northen England	Paradise in Blackpool	blackpool	01253 346066	http://www.paradiseinblackpool.co.uk	paradise in blackpool	club_banners\banner_2273.jpg	swinging hotel for couples
Northen England	Partners Swingers Club	Northwest	0161 763 7440	http://www.partners2partners.co.uk	www.partners2partners.co.uk		Welcome to the fantasy experience
Northen England	PASSION	Blackpool	07946 528 153	http://www.passionblackpool.co.uk	passionblackpool.co.uk	club_banners\banner_1526.gif	If you SWING "Give us a RING"
Northen England	Pussycats Pleasurerooms	Liverpool	0151 525 9988	http://www.pleasurerooms.com	Pussycats Pleasurerooms		Liverpool's only swingers club
Northen England	The 101 Swing Club	Doncaster	07799007989	http://www.101swingclub.co.uk	101 swing club donaster	club_banners\banner_986.jpg	5 STAR LUXURY SWING CLUB
Northen England	THE PLEASURE LOUNGE	LEEDS	07814 169 505	http://www.thepleasurelounge.co.uk	THE PLEASURE LOUNGE	club_banners\banner_1615.gif	Leeds finest swingers club for members only
Northen England	Townhouse Wirral	Merseyside/Cheshire	0151 645 3552	http://www.townhouseinternational.co.uk	Townhouse Wirral	club_banners\banner_1643.gif	Wirral's best kept sexy secret
Northen England	Xanadu	Manchester	0161 839 9559	http://sdc.com/sitemap/swingersclubinformation.htm	Click here		Manchesters oldest and best swinging club
North America/USA/North Carolina	Blue Ridge Socials	Asheville	704-867-2886	http://www.blueridgesocials.com	Blue Ridge Socials		New Club in The Asheville NC Area
North America/USA/North Carolina	Carolina Friends	Charlotte	704-926-1514	http://www.carolinafriends.com	Carolina Friends		Carolina Friends - Lifestyle Events in NC & SC
North America/USA/North Carolina	Central Carolina Connections	Burlington		http://www.centralcarolinaconnections.com	centralcarolinaconnections	club_banners\banner_1809.jpg	We are an Alternative Lifestyle Social Club.
North America/USA/North Carolina	Charmed Encounters	Southport	910-616-3237	http://www.charmedencounters.com	Charmed Encounters		Where Magical Fantasies Come True
North America/USA/North Carolina	Couples Massage Weekends	coastal	888-367-4940	http://home.earthlink.net/~mainefarm/Couples.html	Couples Massage Weekends		a weekend of couples sensual massage
North America/USA/North Carolina	Dr Ziggy	greenville	252-329-2830	http://drziggy.com	drziggy.com	club_banners\banner_1140.jpg	Sexuality information site important to swingers
North America/USA/North Carolina	FantasyNightsNC	Cornelius		http://sdc.com/sitemap/swingersclubinformation.htm	Click here	club_banners\banner_2300.gif	Sexually Driven Club For Couples & Females
North America/USA/North Carolina	For your eyes only	Kings mountain	704-678-5598	http://fyeokm.smfforfree2.com/index.php	For your eyes only		very laid back and relaxed club
North America/USA/North Carolina	Forbidden Fruitz	Reidsville	336-510-4258	http://www.forbiddenfruitz.com	http://www.forbiddenfruitz.com		Forbidden Fruitz
North America/USA/North Carolina	Greensboro's Original PDC	Greensboro		http://www.pdcclub.com	Greensboro's Original PDC Is Back	club_banners\banner_2192.jpg	Energetic, Original and Sexual
North America/USA/North Carolina	Laid Back Bed and Breakfast	Central North Carolina	919-663-1422	http://www.nclaidback.com	www.nclaidback.com		Swinger Lifestyle friendly bed & breakfast
North America/USA/North Carolina	Magical Sinsations	Kernersville	(336) 996-7927	http://www.sdc.com/sitemap/swingersclubinformation.htm	Click here		Off Premise Parties at a First Class Hotel
North America/USA/North Carolina	You Know Where	Erwin	919-247-0548	http://www.YouKnowWhereNC.com	You Know Where NC	club_banners\banner_1704.gif	Open every Saturday night from 9pm - 3am
Europe/Norway	Club Adam and Eva	Oslo	+4748056466	http://www.swingers.no	http://www.swingers.no	club_banners\banner_1186.gif	Open everyday, single, couple, only club in Norway
Europe/Norway	Club42	Oslo	+47 920 55 867	http://www.club42.no	Club42	club_banners\banner_1251.gif	Club42 is a swingers club for couples and singles
Europe/Norway	Sexy Young Swingers	Nav		http://www.sysclub.org	www.sysclub.org		Club for serious full swap sexy young swinger couples in Norway and more
North America/USA/Ohio	AOL OHIO COUPLES PARTIES!	COLUMBUS	PRIVATE	http://members.aol.com/_ht_a/prtyplanner4ohio/	OHIO COUPLES PARTIES!!	club_banners\banner_1118.jpg	MEET AND GREET SOCIAL- NO MEANS NO ALWAYS!
North America/USA/Ohio	Club 101	Dayton	937.235.1010	http://www.club101.cc	www.club101.cc	club_banners\banner_928.jpg	A Classy Place For Classy People
North America/USA/Ohio	Club 104	Columbus	(614) 444-3321	http://sdc.com/sitemap/swingersclubinformation.htm	Click here		On Premise, Fri & Sat, Couples, Females, Loft, Patio, 7 Private Rooms
North America/USA/Ohio	Club Princeton	Columbus	614-275-9861	http://www.clubprinceton.com	The Princeton club	club_banners\banner_2263.gif	One of the Top Ten Club in the United States
North America/USA/Ohio	Club Temptations	Dayton	937-278-5761	http://www.clubtemptations.cc	Club Temptations		CLUB TEMPTATIONS
North America/USA/Ohio	Club Z	Columbus	614-361-5900	http://www.clubzzebra.com	CLUB Z Zebra	club_banners\banner_2103.jpg	The Ultimate Interracial Lifestyle Club in Ohio
North America/USA/Ohio	Dayton Swim and Social Club	Dayton	(937) 890-6277	http://sdc.com/sitemap/swingersclubinformation.htm	Click here		On Premise, Tues, Thurs, Fri, Sat, 12 Private Theme Rooms, Huge Hot Tub, Buffet, Stay Overs
North America/USA/Ohio	Escape	Cleveland	440-452-5566	http://sdc.com/sitemap/swingersclubinformation.htm	Click here		ESCAPE to Cleveland's newest upscale social/swing
North America/USA/Ohio	Naughtee Bi Nature	Toledo		http://sdc.com/sitemap/swingersclubinformation.htm	Click here	club_banners\banner_1277.jpg	For adults who enjoy an alternative Lifestyle
North America/USA/Ohio	Playtime Club	Zanesville	740-404-2256	http://www.playtimeclub.com	Playtime Social Club	club_banners\banner_1597.gif	Onsite Social Club
North America/USA/Ohio	Pure Social Club	Cincinnati	859-491-9699	http://www.sdc.com	puresocialclub.com	club_banners\banner_1172.jpg	WEBSITE DOWN POSSIBLY CLOSED
North America/USA/Ohio	Valley Retreat	Lisbon	330-424-4880	http://www.valleyretreat.com/	http://www.valleyretreat.com/	club_banners\banner_2270.jpg	Private On-Premise Adult Lifestyle Parties
North America/USA/Oklahoma	4-SPC	Fayetteville		http://www.geocities.com/menthumper/4-SPC.html	Click here	club_banners\banner_224.jpg	Couples Only, Monthly Off-Premise Social Club
North America/USA/Oklahoma	Club Dreamers	Oklahoma City		http://sdc.com/sitemap/swingersclubinformation.htm	Click here		Club Dreamers is an Off Premise Lifestyle Club
North America/USA/Oklahoma	Club Okc Obsessions	Oklahoma City	405-863-6127	http://www.okcobsessions.com	http://www.okcobsessions.com	club_banners\banner_1843.jpg	Couples Club for the young at heart
North America/USA/Oklahoma	Club Rumors	Tulsa	918-270-9059	http://www.myspace.com/rumorsnightclub_tulsa	Club Rumors		Club Rumors: Everything you heard is true...
North America/USA/Oklahoma	Eden	Oklahoma City	(405) 644-7990	http://www.4eden.us	Eden in Oklahoma City	club_banners\banner_890.jpg	A premier Lifestyles Club Located in Oklahoma City
North America/USA/Oklahoma	Friendship Plus	Oklahoma City		http://www.friendshipsplus.com	www.friendshipsplus.com		Oklahoma's Premier Lifestyle Club for Couples
North America/USA/Oklahoma	Silk Stockings	OKC		http://www.clubsilkstockings.com/	Silk Stockings		Adventurous couples & select singles, off-premise
North America/USA/Oklahoma	The Club	Oklahoma City		http://www.TheClubOKC.com	The Club	club_banners\banner_1899.jpg	Upscale Lifestyle and Dance Club in OKC
North America/USA/Oklahoma	Twisted Events	Oklahoma City		http://www.twisted-events.com	Oklahoma City's Adult Party Headquarters - Twisted Events	club_banners\banner_1592.jpg	Oklahoma City's Alt Adult Party Headquarters
North America/USA/Oregon	Ace of Hearts	Portland	(503) 727-3580	http://www.aceofhearts.org	www.aceofhearts.org	club_banners\banner_227.jpg	Oregon's largest & longest running swing club
North America/USA/Oregon	Nightshift-nw	Portland		http://www.nightshift-nw.com	http://www.nightshift-nw.com		Couples only adult swingers dance club located in
North America/USA/Oregon	Salem Swingtime Dance	Salem	503-947-2766	http://www.salemdance.com/	http://www.salemdance.com/		Month off premise swingers dance
North America/USA/Oregon	The TETRA CLUB	Medford	541 601-6204	http://www.joinme.net/tetra	The TETRA CLUB - Southern Oregon's Only Swingers CLUB		We are the only Swingers Club in Southern Oregon.
North America/USA/Pennsylvania	Club Secrets	Philadelphia		http://www.phillysecrets.com	www.PhillySecrets.com		Philly's Newest ON-PREMISE club
North America/USA/Pennsylvania	Delaware Valley Synergy	Valley Forge	610-574-4375	http://sdc.com/sitemap/swingersclubinformation.htm	Click here		A Social Club Supporting Open Relationships
North America/USA/Pennsylvania	DJs Island	Beaver	412-519-8608	http://www.djsisland.com	www.djsisland.com		Exclusive Private Club
North America/USA/Pennsylvania	North East PA Encounters	Wilkes-Barre	na	http://groups.yahoo.com/group/NEPAencounters/	North East PA Encounters		New Group in Northeastern Pennsylvania
North America/USA/Pennsylvania	Off Road Swingers	Coatesville		http://www.offroadswingers.com	Off Road Swingers		Off Road Swingers 4x4 Jamboree
North America/USA/Pennsylvania	PHILLY FRICTION	PHILLY	610-444-4444	http://www.phillyfriction.com	PHILLY FRICITON		HOT PARTIES FOR HOT PEOPLE
North America/USA/Pennsylvania	Philly Orgies	Philadelphia		http://groups.yahoo.com/group/phillyorgies	Philly Orgies		HOSTING ORGiES FOR ALL LIFESTYLES AROUND THE CITY
North America/USA/Pennsylvania	Poconos Paradise Social Club	Tannersville	570-629-0804	http://theparadiseclub.net/	Poconos Paradise	club_banners\banner_1877.jpg	A beautiful, clean, friendly club
North America/USA/Pennsylvania	Swingers Palace	Pittsburgh	(866) 244-2582	http://www.swingers-palace.com	Swingers Palace		On-Premise, Open to all Swingers, Fri and Sat
North America/USA/Pennsylvania	The Cottage	Gettysburg	717-334-0882	http://www.thecottageinpa.com	The Cottage		One of PA's Premiere On-Premises clubs, BYOB
North America/USA/Pennsylvania	The Farm Travel Club	York	717-225-5082	http://www.thefarmtravelclub.com	The Farm Travel Club		An Adult Lifestyle Club with friendly people..
North America/USA/Pennsylvania	The Mountain Retreat	Brier Hill PA	724-812-4265	http://www.sdc.com	themountainretreat.net		Adult Bed and Breakfast
North America/USA/Pennsylvania	TJs Lasting Impressions	Newport	(717) 737-6204	http://sdc.com/sitemap/swingersclubinformation.htm	Click here		Upscale On Premise Pirvate Club
South America/Peru	THESWCLUB	LIMA				club_banners\banner_1633.jpg	club swinger para parejas y gente liberal
Europe/Poland	Polish Swingers Club	Warszawa	604507806			club_banners\banner_1829.gif	P.S.C. Swingers Lifestyle !
Europe/Portugal	2@2 club	Coimbra	939421130				Clube swinger da Zona centro de Portugal
Europe/Portugal	Intimidades Porto Swinger Club	Porto	+351912868474				Clube de casais swingers Porto
Europe/Portugal	Life Swing	Porto / Gaia					Visite o mais recente clube de swing do Porto.
Europe/Portugal	X Club Swingers	Lisbon				club_banners\banner_2351.jpg	X Club Swingers
Carribean/Puerto Rico	CLUB LAEKIM	SAN JUAN	787-565-1087				ELAGANT AND FUN
Europe/Germany/Rhineland-Pfalz	Das Spritzehaus 112	Mainz	06131 / 835170 od 80	http://www.spritzehaus112.de	www.spritzehaus112.de	club_banners\banner_1904.jpg	Swingerclub
Europe/Germany/Rhineland-Pfalz	Fun and More	Alzey	0 67 31 - 499 458	http://www.swingerclub-funandmore.de	Swingerclub für Paare und Single	club_banners\banner_2348.jpg	Swingerclub für Paare und Single!
Europe/Germany/Rhineland-Pfalz	Partykreis Wetzlar L'amur	Wetzlar	06441 -77981	http://www.partykreis-wetzlar.de	www.partykreis-wetzlar.de		Privater toleranter Partykreis
Europe/Germany/Rhineland-Pfalz	Partytreff Atlantis	Mainz	06131 - 623 599 6	http://home.arcor.de/der-rheingauer/atlantis/index.htm	Swingerclub Atlantis Mainz	club_banners\banner_1525.jpg	der ultimative Partyspaß für tolerante Paare
Europe/Germany/Rhineland-Pfalz	Swingerclub Auhof	zw. Malterdingen & Freiamt	+49 7645-916191	http://www.swingerclub-auhof.de	Swingerclub-Auhof	club_banners\banner_992.gif	Programm fuer Sie, Ihn und Paare
Europe/Germany/Rhineland-Pfalz	Treff 53	Friesoythe-Neuvrees	0171/4824024	http://www.treff53.de	Treff 53		nordwestlichster Swingerclub Deutschlands
Europe/Romania	Swingers Fantasy Party	Arad	0040748060071				In fiecare WEEKEND PARTY TIME
Europe/Germany/Saarland	Lovers Paradise	Saarbruecken Burbach	06 81 - 99 77 955	http://www.swingers-paradise.de/	swingers-paradise.de	club_banners\banner_1755.jpg	Privater Swinger Club für Single's und Paare
Europe/Germany/Saarland	Swingerclub Relaxxx	Lauf / Pegnitz	0 91 23 / 96 19 13	http://www.club-relaxxx.de	www.club-relaxxx.de		DER private Swingerclub im Herzen Nordbayerns
Europe/Germany/Saarland	Villa Rustica	Schmitten	0172 4 811 711	http://www.club-villa-rustica.com	Villa Rustica		Die Villa Rustika ist ein Fachwerkhaus
Europe/Germany/Sachsen-Anhalt	Haus 177	Schafhof 1	01805 25 43 83	http://www.tantras.de	www.tantras.de		Swinger- & Tantraclub
Europe/Germany/Sachsen-Anhalt	Haus Sandersfeld	27798 Hude/Sandersfeld	0049 4408 80 73 13	http://www.haus-sandersfeld.de	haus-sandersfeld		Swingerclub für Paare u. Single,Erotikdisco,
Europe/Germany/Sachsen-Anhalt	Swingerclub Number One	Ruesselsheim	06142 99 85 29	http://www.swingerclub-number-one.de	www.swingerclub-number-one.de		Dienstags bis Samstags ab 20 Uhr
Europe/Germany/Sachsen	Guesthouse Vipassana	Auerbach	0031-786733063				Holyday Swingersclub, tranny, tantra, kinky
Europe/Germany/Sachsen	Inez Paerchenclub	LEIPZIG	0177-784 33 99			club_banners\banner_1941.gif	Westsachsens groesster Swingerclub
Europe/Germany/Sachsen	Number One de Saxx	Chemnitz	0371 / 8 00 04 76			club_banners\banner_2109.gif	Swingerclub im Herzen von Chemnitz
Europe/Germany/Sachsen	Oase Dresden	Dresden	0351 4 10 79 59			club_banners\banner_1942.gif	Oase der Entspannung
Europe/Germany/Sachsen	Swingerparadies Titanic	Plauen	0172 / 1056083			club_banners\banner_2030.jpg	Willkommen auf der Titanic...
Europe/Germany/Sachsen	Villa FF6	Leipzig & Gera	0341-42 99 719			club_banners\banner_1924.gif	Swingerclub The New Villa FF6
Carribean/Saint-Martin	Club 241	St. Martin					Sea, Sex and Fun in the Sun in St. Martin
Carribean/Saint-Martin	Selina	Sint-Maarten				club_banners\banner_1673.jpg	Private swinger club in Sint-Maarten, Caribbean
Europe/Germany/Schleswig-Holstein	Asthoria-Swingdreams	Neumünster	04321 - 8400479				Einfach - Unkompliziert - Niveauvoll
Europe/Germany/Schleswig-Holstein	Green-Village-Eins	Nottuln	0162 5710 670				Swingerparadies fuer Paare und Singles
Europe/Germany/Schleswig-Holstein	Parchenclub Saphir	Schkeuditz OT Dölzig	034 205 44 200			club_banners\banner_1945.jpg	Pärchenclub Saphir
Europe/Germany/Schleswig-Holstein	SwiRa	--	7222 902896			club_banners\banner_2248.jpg	Das Swinger-Radio fuer Sie und Ihn
Europe/Germany/Schleswig-Holstein	Villa Wellness	Wolzig	033767 / 30972			club_banners\banner_1242.jpg	Single- & Paerchenparadies
Africa/South Africa	Adult Party Guardians Circle	All Regions	27 73 4884 661			club_banners\banner_2358.gif	Swingers Sex Party Guardian, South Africa
Africa/South Africa	Cape Fantasy	Cape Town	+ 27767375172			club_banners\banner_2354.jpg	Fantasy Club
Africa/South Africa	Cape Flava !	Cape Town	021 4413232			club_banners\banner_1579.jpg	Selective Social Events in S.A.
Africa/South Africa	Just 13	Durban	+27 072 290 3061				J13 is Durban’s full time Gay venue.
Africa/South Africa	Marquee	Gauteng	+27 11708-1029			club_banners\banner_1318.gif	South Africa's Premier Swingers Venue
Africa/South Africa	Pharaohs Fantasy Club	Johannesburg, South Afric	27 82 9228264			club_banners\banner_959.jpg	Fantasy Club
Africa/South Africa	Swingers Safari S A	Johannesburg	+27 829228265			club_banners\banner_1156.gif	Fantasy Club
North America/USA/South Carolina	NSA Swing	Myrtle Beach	843-602-0160			club_banners\banner_1699.jpg	Swingers community in NC and SC
North America/USA/South Carolina	Southern Reserve	Summerville	(877) 216-8820				On premise fun in the Charleston Area!!
Europe/UK/South East England	Black Goddess Parties	Southeast		http://www.blackgoddess.co.uk	www.blackgoddess.co.uk		Welcome to BLACK GODDESS PARTIES
Europe/UK/South East England	Club Champagne	Surrey	+ 44 (0)870 3665151	http://www.clubchampagne.com	Club Champagne Swingers Club	club_banners\banner_1211.gif	Sexy & Elegant Swingers Club for Players
Europe/UK/South East England	Club R.U.B	London		http://www.club-rub.com	www.club-rub.com		Monthly Fetish Club
Europe/UK/South East England	Club Wicked UK	Surrey	+ 44 (0)870 3665151	http://www.clubwicked.org	Club Wicked sexy fetish cabaret dance and play club	club_banners\banner_1212.gif	Sexy Fetish Cabaret, Dance & Play Club
Europe/UK/South East England	CouplesZone	West Kingdown	07960 342339	http://www.coupleszone.net	www.coupleszone.net		Welcome to CouplesZone.Net
Europe/UK/South East England	Destiny SX	Rainham Essex	01708 558413	http://www.destinysx.co.uk	Destiny SX Essexs Premier Adult Venue	club_banners\banner_1947.jpg	Destiny SX SAFE, SECURE, SECLUDED & LICNESED
Europe/UK/South East England	FrolicsUK	Kent		http://groups.yahoo.com/group/greedygirlsgroup	Click here		Greedy Girls who like an excess of Horny Guys
